	word	freq
0	rendimento	11
1	atrevimento	11
2	acção	11
3	obrigação	8
4	sentimento	8
5	agradecimento	8
6	isenção	6
7	admiração	5
8	pensamento	5
9	desesperação	5
10	juramento	4
11	ocupação	3
12	consolação	3
13	conservação	3
14	extinção	3
15	seguimento	3
16	movimento	2
17	averiguação	2
18	inclinação	2
19	sofrimento	2
20	suposição	2
21	fingimento	2
22	presunção	2
23	condenação	1
24	oblação	1
25	equivocação	1
26	logração	1
27	aperreiação	1
28	geração	1
29	comunicação	1
30	valimento	1
31	consternação	1
32	peregrinação	1
33	excepção	1
34	confeição	1
35	renovação	1
36	aflição	1
37	continuação	1
38	capitulação	1
39	eleição	1
40	privação	1
41	cação	1
42	acusação	1
43	narração	1
44	repetição	1
45	cozimento	1
46	requerimento	1
47	veneração	1
48	entendimento	1
49	oração	1
50	procedimento	1
51	corrupção	1
52	remuneração	1
53	traição	1
54	indignação	1
55	impurração	1
56	prevenção	1
57	resolução	1
58	ostentação	1
59	inspecção	1
