	word	freq
0	movimento	29
1	preocupação	15
2	disposição	15
3	pensamento	15
4	educação	13
5	resolução	13
6	obrigação	10
7	imaginação	9
8	indignação	9
9	aflição	9
10	admiração	8
11	ressentimento	8
12	tratamento	8
13	dedicação	8
14	sentimento	8
15	pagamento	6
16	consideração	6
17	cumprimento	6
18	construção	6
19	respiração	6
20	compensação	5
21	sofrimento	5
22	salvação	5
23	procedimento	5
24	acontecimento	5
25	proteção	5
26	entorpecimento	5
27	agitação	4
28	distinção	4
29	acanhamento	4
30	perseguição	4
31	resignação	4
32	exclamação	4
33	concentração	4
34	conhecimento	4
35	tentação	4
36	transformação	4
37	geração	3
38	invenção	3
39	recolhimento	3
40	descrição	3
41	acatamento	3
42	revelação	3
43	circulação	3
44	perturbação	3
45	divertimento	3
46	reconhecimento	3
47	reiação	3
48	acumulação	3
49	especulação	3
50	criação	3
51	obstinação	3
52	precipitação	3
53	atrevimento	3
54	aborrecimento	3
55	consolação	3
56	arrependimento	3
57	manifestação	3
58	excitação	3
59	oposição	2
60	ligação	2
61	intervenção	2
62	constrangimento	2
63	entalação	2
64	esvazamento	2
65	vencimento	2
66	humilhação	2
67	numeração	2
68	estremecimento	2
69	explicação	2
70	recomendação	2
71	comparação	2
72	representação	2
73	peregrinação	2
74	recriminação	2
75	rendimento	2
76	entonação	2
77	instrução	2
78	restabelecimento	2
79	detenção	2
80	descontentamento	2
81	julgamento	2
82	entendimento	2
83	estremunhamento	2
84	condução	2
85	atração	2
86	oferecimento	2
87	declaração	2
88	nomeação	2
89	altercação	2
90	prostração	2
91	provação	2
92	aniquilamento	2
93	comiseração	2
94	correção	2
95	esquecimento	2
96	alteração	2
97	aviltamento	2
98	distração	2
99	vibração	2
100	exposição	2
101	valimento	1
102	separação	1
103	inclinação	1
104	irradiação	1
105	imitação	1
106	concepção	1
107	colaboração	1
108	intimação	1
109	mineralização	1
110	afetação	1
111	desmoronamento	1
112	justificação	1
113	conservação	1
114	notificação	1
115	abnegação	1
116	carregamento	1
117	dramatização	1
118	relaxamento	1
119	comparecimento	1
120	sedução	1
121	mistificação	1
122	escrituração	1
123	informação	1
124	fecundação	1
125	adulação	1
126	mastigação	1
127	gesticulação	1
128	conversação	1
129	alimentação	1
130	descaramento	1
131	derramamento	1
132	recebimento	1
133	reputação	1
134	desmoralização	1
135	inspiração	1
136	isolamento	1
137	bombardeamento	1
138	imposição	1
139	realização	1
140	declamação	1
141	irritação	1
142	comportamento	1
143	insinuação	1
144	pulverização	1
145	consternação	1
146	animação	1
147	prolongamento	1
148	tergiversação	1
149	tenção	1
150	pressentimento	1
151	comunicação	1
152	quietação	1
153	congregação	1
154	publicação	1
155	constipação	1
156	devoção	1
157	merecimento	1
158	fingimento	1
159	acabrunhamento	1
160	cabimento	1
161	desaparecimento	1
162	traição	1
163	absolvição	1
164	reparação	1
165	instalação	1
166	abatimento	1
167	natação	1
168	estupefação	1
169	levantamento	1
170	prostituição	1
171	provocação	1
172	edição	1
173	substituição	1
174	glorificação	1
175	transbordamento	1
176	observação	1
177	isolação	1
178	penetração	1
179	esborraxamento	1
180	pescoço	1
181	contentamento	1
182	assentimento	1
183	encarnação	1
184	desfloramento	1
185	hesitação	1
186	encarniçamento	1
187	acolhimento	1
188	siringação	1
189	conspiração	1
190	acusação	1
191	prestidigitação	1
192	prevenção	1
193	sacudimento	1
194	abolição	1
195	perdição	1
196	circunspeção	1
197	alucinação	1
198	desconsideração	1
199	estabelecimento	1
200	despojamento	1
201	discernimento	1
202	reverberação	1
203	graduação	1
204	constituição	1
205	deslumbramento	1
206	fundação	1
207	exploração	1
208	ramificação	1
209	reconciliação	1
210	procuração	1
211	recordação	1
212	amortização	1
213	verificação	1
214	citação	1
215	proibição	1
216	arribação	1
217	padecimento	1
218	fascinação	1
219	falsificação	1
220	esbatimento	1
221	associação	1
222	introdução	1
223	caceteação	1
224	proposição	1
225	indenização	1
226	presunção	1
227	deliberação	1
228	premeditação	1
