	word	freq
0	entendimento	17
1	pensamento	16
2	sentimento	11
3	devoção	8
4	admiração	7
5	presunção	7
6	rendimento	6
7	merecimento	6
8	aflição	5
9	conversação	5
10	luzimento	5
11	traição	4
12	perdição	4
13	distinção	4
14	salvação	4
15	geração	3
16	sofrimento	3
17	cação	3
18	atrevimento	3
19	imitação	3
20	execução	3
21	invenção	2
22	oposição	2
23	divertimento	2
24	afetação	2
25	conhecimento	2
26	eleição	2
27	abatimento	2
28	informação	2
29	impedimento	2
30	tentação	2
31	emulação	2
32	navegação	2
33	oração	2
34	obrigação	2
35	salvamento	2
36	resolução	2
37	ostentação	2
38	valimento	1
39	evacuação	1
40	inclinação	1
41	composição	1
42	observação	1
43	adoração	1
44	movimento	1
45	acção	1
46	doação	1
47	peregrinação	1
48	amancebamento	1
49	inchação	1
50	lançamento	1
51	indignação	1
52	opilação	1
53	prevaricação	1
54	purgação	1
55	contentamento	1
56	encarnação	1
57	disposição	1
58	provimento	1
59	aclamação	1
60	adulação	1
61	explicação	1
62	imaginação	1
63	enterramento	1
64	obstinação	1
65	pregação	1
66	murmuração	1
67	narração	1
68	circunspeção	1
69	exalação	1
70	arrependimento	1
71	condenação	1
72	contrição	1
73	unção	1
74	demonstração	1
75	suposição	1
76	consolação	1
77	reputação	1
78	esfregação	1
79	tenção	1
80	permutação	1
81	contradição	1
82	“facção	1
83	privação	1
84	aplicação	1
85	comparação	1
86	apelação	1
87	requerimento	1
88	procedimento	1
89	povoação	1
90	medição	1
91	introdução	1
92	sujeição	1
93	vereação	1
94	dilatação	1
95	carregação	1
96	dissimulação	1
97	consentimento	1
