	word	freq
0	separação	14
1	pensamento	10
2	juramento	9
3	imaginação	8
4	narração	7
5	resolução	7
6	definição	6
7	admiração	6
8	aflição	6
9	conversação	6
10	explicação	6
11	distinção	6
12	obrigação	6
13	repetição	6
14	sentimento	6
15	administração	5
16	repartição	5
17	exclamação	5
18	comparação	5
19	intervenção	4
20	desvanecimento	4
21	recordação	4
22	exposição	4
23	dissimulação	4
24	predição	3
25	inclinação	3
26	hesitação	3
27	reconciliação	3
28	disposição	3
29	exageração	3
30	criação	3
31	arrependimento	3
32	aprovação	3
33	movimento	3
34	inscrição	3
35	contemplação	3
36	ordenação	3
37	preparação	3
38	educação	3
39	absolvição	3
40	pagamento	3
41	interrogação	2
42	composição	2
43	adulação	2
44	filiação	2
45	coroação	2
46	afetação	2
47	indignação	2
48	interrupção	2
49	vadiação	2
50	tentação	2
51	veneração	2
52	afirmação	2
53	reprodução	2
54	moderação	2
55	duração	2
56	inspiração	2
57	agradecimento	2
58	execução	2
59	aborrecimento	2
60	animação	2
61	graduação	2
62	turvação	2
63	concentração	2
64	acanhamento	2
65	salvação	2
66	revelação	2
67	correção	2
68	devoção	2
69	respiração	2
70	proteção	2
71	reparação	2
72	tratamento	2
73	estupefação	2
74	obstinação	1
75	geração	1
76	amamentação	1
77	evocação	1
78	contentamento	1
79	oração	1
80	objeção	1
81	indicação	1
82	enfadamento	1
83	colaboração	1
84	oposição	1
85	mantimento	1
86	relevação	1
87	distribuição	1
88	invenção	1
89	gratificação	1
90	sagração	1
91	justificação	1
92	descrição	1
93	restabelecimento	1
94	liquidação	1
95	eleição	1
96	abominação	1
97	condução	1
98	encomendação	1
99	intuição	1
100	nutrição	1
101	abatimento	1
102	escrituração	1
103	comunicação	1
104	impedimento	1
105	combinação	1
106	aclamação	1
107	violação	1
108	designação	1
109	humilhação	1
110	suposição	1
111	recolhimento	1
112	concepção	1
113	esquecimento	1
114	remuneração	1
115	atrevimento	1
116	consideração	1
117	mandamento	1
118	atração	1
119	restrição	1
120	benção	1
121	reconstrução	1
122	imposição	1
123	equivocação	1
124	construção	1
125	dedicação	1
126	insinuação	1
127	transposição	1
128	imitação	1
129	constituição	1
130	extinção	1
131	consolação	1
132	observação	1
133	avaliação	1
134	aproximação	1
135	compensação	1
136	ajuntamento	1
137	acontecimento	1
138	recomendação	1
139	dissertação	1
140	contração	1
141	cabimento	1
142	influição	1
143	perdição	1
144	constipação	1
145	meditação	1
146	transpiração	1
147	padecimento	1
148	merecimento	1
149	alteração	1
150	movimentação	1
151	dissolução	1
152	argumentação	1
153	significação	1
154	desaparecimento	1
155	corrupção	1
156	procedimento	1
157	aniquilação	1
158	contestação	1
159	fulguração	1
160	orquestração	1
161	edição	1
162	consentimento	1
