	word	freq
0	doação	43
1	sujeição	27
2	confirmação	22
3	geração	13
4	restauração	12
5	povoação	11
6	consentimento	11
7	devoção	10
8	aparecimento	9
9	consideração	8
10	obrigação	8
11	resolução	8
12	reputação	7
13	oração	7
14	fundação	7
15	execução	6
16	proteção	6
17	contentamento	5
18	esquecimento	5
19	impedimento	4
20	consolação	4
21	significação	4
22	perturbação	3
23	composição	3
24	destruição	3
25	eleição	3
26	navegação	3
27	diminuição	3
28	aceitação	3
29	pensamento	3
30	restituição	3
31	tradução	3
32	acometimento	2
33	administração	2
34	renunciação	2
35	continuação	2
36	conservação	2
37	provimento	2
38	criação	2
39	acrescentamento	2
40	duração	2
41	aprovação	2
42	conversação	2
43	sustentação	2
44	preparação	2
45	computação	2
46	distinção	2
47	comparação	2
48	sentimento	2
49	exaltação	2
50	separação	1
51	ocupação	1
52	expedição	1
53	levantamento	1
54	isenção	1
55	juramento	1
56	determinação	1
57	denotação	1
58	inclinação	1
59	detenção	1
60	veneração	1
61	reconhecimento	1
62	apontamento	1
63	descontentamento	1
64	informação	1
65	remuneração	1
66	aclamação	1
67	ampliação	1
68	multiplicação	1
69	consagração	1
70	contemplação	1
71	fortificação	1
72	trasladação	1
73	narração	1
74	assunção	1
75	investigação	1
76	declinação	1
77	sofrimento	1
78	benção	1
79	cumprimento	1
80	promoção	1
81	descrição	1
82	dedicação	1
83	ornamento	1
84	cometimento	1
85	descobrimento	1
86	invocação	1
87	quietação	1
88	subscrição	1
89	repartição	1
90	anunciação	1
91	implicação	1
92	reedificação	1
93	procedimento	1
94	agregação	1
95	adjumento	1
96	merecimento	1
97	alteração	1
98	inundação	1
99	cognomento	1
100	dilatação	1
101	interpolação	1
102	derivação	1
