	word	freq
0	conversação	29
1	separação	11
2	sentimento	10
3	narração	9
4	abolição	8
5	resolução	7
6	explicação	6
7	admiração	6
8	cumprimento	5
9	reconciliação	5
10	disposição	5
11	consolação	5
12	composição	4
13	afetação	4
14	contradição	4
15	pensamento	4
16	recordação	4
17	eleição	3
18	afirmação	3
19	suposição	3
20	movimento	3
21	recepção	3
22	invenção	2
23	inclinação	2
24	adoração	2
25	subordinação	2
26	exclamação	2
27	conhecimento	2
28	aflição	2
29	ocupação	2
30	vadiação	2
31	assentimento	2
32	agitação	2
33	participação	2
34	inspiração	2
35	emancipação	2
36	oposição	2
37	animação	2
38	compensação	2
39	repetição	2
40	correção	2
41	merecimento	2
42	recreação	2
43	distração	2
44	dissimulação	2
45	ressentimento	1
46	indicação	1
47	observação	1
48	aparição	1
49	dissentimento	1
50	agradecimento	1
51	colaboração	1
52	insinuação	1
53	doação	1
54	instituição	1
55	definição	1
56	distribuição	1
57	intervenção	1
58	conservação	1
59	constrangimento	1
60	usurpação	1
61	restabelecimento	1
62	notação	1
63	hesitação	1
64	plantação	1
65	escrituração	1
66	moderação	1
67	resfriamento	1
68	combinação	1
69	votação	1
70	imaginação	1
71	concepção	1
72	aprovação	1
73	esquecimento	1
74	derramamento	1
75	reputação	1
76	alojamento	1
77	abstenção	1
78	proclamação	1
79	arrastamento	1
80	inscrição	1
81	comemoração	1
82	apresentação	1
83	declaração	1
84	condenação	1
85	estabelecimento	1
86	promoção	1
87	descrição	1
88	contentamento	1
89	dedicação	1
90	atrevimento	1
91	execução	1
92	constituição	1
93	educação	1
94	publicação	1
95	comunicação	1
96	acontecimento	1
97	obrigação	1
98	comparação	1
99	desenvolvimento	1
100	padecimento	1
101	atordoamento	1
102	proteção	1
103	legação	1
104	qualificação	1
105	retificação	1
106	criação	1
107	absolvição	1
108	espoliação	1
109	confirmação	1
110	preocupação	1
111	abatimento	1
112	presunção	1
113	naturalização	1
114	afastamento	1
