	word	freq
0	representação	33
1	obrigação	11
2	provimento	10
3	pertenção	9
4	restituição	8
5	entendimento	7
6	juramento	7
7	ordenação	5
8	regimento	5
9	oposição	5
10	consentimento	5
11	instituição	4
12	conservação	4
13	conhecimento	4
14	dispensação	4
15	acclamação	4
16	vexação	4
17	carregação	4
18	geração	3
19	destruição	3
20	fortificação	3
21	acção	3
22	diminuição	3
23	comparação	3
24	resolução	3
25	valimento	2
26	restauração	2
27	doação	2
28	prescripção	2
29	eleição	2
30	esquecimento	2
31	reputação	2
32	confirmação	2
33	demonstração	2
34	execução	2
35	contribuição	2
36	passamento	2
37	disfarção	2
38	mantimento	2
39	lanção	2
40	direcção	2
41	citação	1
42	rendimento	1
43	inclinação	1
44	composição	1
45	assolação	1
46	aprazimento	1
47	administração	1
48	sustentação	1
49	agradecimento	1
50	desestimação	1
51	aclamação	1
52	especulação	1
53	embarcação	1
54	prohibição	1
55	extinção	1
56	retratação	1
57	sugeição	1
58	corrupção	1
59	disposição	1
60	moderação	1
61	impedimento	1
62	remuneração	1
63	salvação	1
64	supplicação	1
65	esforção	1
66	recolhimento	1
67	aprovação	1
68	pregação	1
69	murmuração	1
70	consideração	1
71	contradição	1
72	começão	1
73	benção	1
74	cumprimento	1
75	declaração	1
76	nomeação	1
77	atrevimento	1
78	peção	1
79	relaxação	1
80	livramento	1
81	creiação	1
82	quitação	1
83	cação	1
84	fundação	1
85	excepção	1
86	tenção	1
87	aceitação	1
88	privação	1
89	implicação	1
90	narração	1
91	dezesperação	1
92	reformação	1
93	orçamento	1
94	luzimento	1
95	salvamento	1
96	arrendação	1
97	merecimento	1
98	formação	1
99	encarecimento	1
100	traição	1
101	proposição	1
102	presumpção	1
103	negociação	1
104	dissimulação	1
