	word	freq
0	instrução	16
1	educação	14
2	movimento	13
3	pensamento	10
4	repartição	9
5	consideração	8
6	sentimento	8
7	detenção	7
8	narração	7
9	intervenção	6
10	acontecimento	6
11	construção	5
12	resolução	5
13	procedimento	5
14	conhecimento	4
15	sedução	4
16	proteção	4
17	inclinação	3
18	contentamento	3
19	oposição	3
20	hesitação	3
21	abatimento	3
22	arrependimento	3
23	interpretação	3
24	elevação	3
25	rotação	3
26	observação	3
27	reputação	3
28	recomendação	3
29	salvação	3
30	explicação	3
31	rendimento	2
32	aparição	2
33	valimento	2
34	legislação	2
35	fascinação	2
36	eleição	2
37	tratamento	2
38	acusação	2
39	degradação	2
40	colocação	2
41	esquecimento	2
42	humilhação	2
43	perdição	2
44	sofrimento	2
45	cumprimento	2
46	embevecimento	2
47	dedicação	2
48	ajuntamento	2
49	discernimento	2
50	aproximação	2
51	perseguição	2
52	representação	2
53	autorização	2
54	corrupção	2
55	acabamento	2
56	informação	2
57	exaltação	2
58	funcionamento	1
59	indicação	1
60	irradiação	1
61	geração	1
62	revestimento	1
63	imitação	1
64	alteração	1
65	demonstração	1
66	relaxamento	1
67	enternecimento	1
68	acompanhamento	1
69	divertimento	1
70	entonação	1
71	ligação	1
72	gesticulação	1
73	admiração	1
74	oração	1
75	acionamento	1
76	agrupamento	1
77	entendimento	1
78	constrangimento	1
79	ocupação	1
80	inchação	1
81	doutrinação	1
82	desapontamento	1
83	assentimento	1
84	falecimento	1
85	modulação	1
86	comunicação	1
87	acampamento	1
88	criação	1
89	decoração	1
90	simulação	1
91	obstinação	1
92	aleijamento	1
93	reabilitação	1
94	atração	1
95	recepção	1
96	comemoração	1
97	isolamento	1
98	nomeação	1
99	promoção	1
100	recebimento	1
101	encanamento	1
102	tentação	1
103	enxovalhamento	1
104	unção	1
105	execução	1
106	livramento	1
107	demarcação	1
108	viração	1
109	iluminação	1
110	absorção	1
111	ilustração	1
112	obrigação	1
113	compensação	1
114	povoamento	1
115	adiantamento	1
116	modificação	1
117	crescimento	1
118	alienação	1
119	interpelação	1
120	revelação	1
121	correção	1
122	destacamento	1
123	habitação	1
124	comparação	1
125	reprodução	1
126	devoção	1
127	açodamento	1
128	distinção	1
129	prescrição	1
130	solicitação	1
131	objeção	1
132	resignação	1
133	complicação	1
134	estabelecimento	1
135	libertação	1
136	indignação	1
137	embotamento	1
138	estremecimento	1
139	iniciação	1
140	confirmação	1
141	preocupação	1
142	lotação	1
143	manifestação	1
144	contração	1
145	arrebatamento	1
146	naturalização	1
147	deliberação	1
148	exacerbação	1
149	julgamento	1
