	word	freq
0	oração	28
1	salvação	17
2	tribulação	10
3	consolação	8
4	revelação	8
5	obrigação	8
6	entendimento	7
7	disposição	5
8	acção	5
9	conhecimento	5
10	devoção	5
11	merecimento	5
12	sentimento	4
13	consideração	4
14	contrição	4
15	tentação	4
16	demonstração	4
17	proposição	4
18	participação	3
19	congregação	3
20	aflição	3
21	vexação	3
22	corrupção	3
23	conversação	3
24	esquecimento	3
25	contemplação	3
26	murmuração	3
27	mortificação	3
28	condenação	3
29	comunicação	3
30	protecção	3
31	pensamento	3
32	transmigração	2
33	contentamento	2
34	turbação	2
35	agradecimento	2
36	edificação	2
37	doação	2
38	admiração	2
39	determinação	2
40	indignação	2
41	eleição	2
42	dissimulação	2
43	juramento	2
44	consagração	2
45	perdição	2
46	sofrimento	2
47	livramento	2
48	atrevimento	2
49	dominação	2
50	prevenção	2
51	resolução	2
52	aplicação	2
53	comiseração	2
54	propagação	2
55	respiração	2
56	significação	2
57	traição	2
58	correcção	2
59	descrição	2
60	citação	1
61	restauração	1
62	rendimento	1
63	declaração	1
64	tratamento	1
65	visitação	1
66	geração	1
67	adoração	1
68	movimento	1
69	alojamento	1
70	operação	1
71	oposição	1
72	filiação	1
73	imortificação	1
74	passamento	1
75	asseveração	1
76	acompanhamento	1
77	impugnação	1
78	justificação	1
79	conservação	1
80	ponderação	1
81	purgação	1
82	instrução	1
83	expectação	1
84	distracção	1
85	exageração	1
86	aproveitamento	1
87	recenseamento	1
88	incarnação	1
89	sujeição	1
90	abominação	1
91	criação	1
92	explicação	1
93	redução	1
94	seguimento	1
95	designação	1
96	suposição	1
97	multiplicação	1
98	pregação	1
99	navegação	1
100	deslumbramento	1
101	definição	1
102	ostentação	1
103	exacção	1
104	comparação	1
105	promoção	1
106	dignação	1
107	direcção	1
108	provimento	1
109	violação	1
110	restituição	1
111	recriação	1
112	fingimento	1
113	mantimento	1
114	relaxação	1
115	encerramento	1
116	tenção	1
117	limitação	1
118	quietação	1
119	emulação	1
120	aceitação	1
121	perseguição	1
122	recordação	1
123	detracção	1
124	requerimento	1
125	renovação	1
126	ablução	1
127	circunscrição	1
128	consentimento	1
129	fascinação	1
130	dissolução	1
131	encarecimento	1
132	inundação	1
133	absolvição	1
134	saudação	1
135	anotação	1
136	superrogação	1
137	confirmação	1
138	avaliação	1
139	alucinação	1
140	deliberação	1
141	dilatação	1
142	interpolação	1
143	transformação	1
