	word	freq
0	consolação	26
1	entendimento	18
2	conversação	17
3	admiração	16
4	conhecimento	16
5	sofrimento	14
6	educação	14
7	obrigação	14
8	contentamento	13
9	moderação	12
10	divertimento	10
11	aplicação	10
12	embarcação	9
13	merecimento	9
14	esquecimento	8
15	sentimento	8
16	rendimento	7
17	peregrinação	7
18	veneração	7
19	sujeição	7
20	resolução	7
21	inclinação	6
22	execução	6
23	dissimulação	6
24	separação	5
25	proteção	5
26	conservação	4
27	exasperação	4
28	povoação	4
29	narração	4
30	atrevimento	4
31	aborrecimento	4
32	distinção	4
33	resignação	4
34	indignação	4
35	ostentação	4
36	movimento	3
37	agradecimento	3
38	aflição	3
39	ocupação	3
40	murmuração	3
41	estabelecimento	3
42	recordação	3
43	habitação	3
44	luzimento	3
45	fingimento	3
46	restituição	3
47	geração	2
48	insinuação	2
49	imaginação	2
50	averiguação	2
51	ponderação	2
52	reputação	2
53	desabrimento	2
54	especulação	2
55	criação	2
56	seguimento	2
57	consideração	2
58	desconsolação	2
59	consternação	2
60	inquietação	2
61	aceitação	2
62	juramento	2
63	arrependimento	2
64	pensamento	2
65	traição	2
66	consentimento	2
67	obstinação	1
68	imitação	1
69	administração	1
70	destruição	1
71	afetação	1
72	persuação	1
73	eleição	1
74	habilitação	1
75	confederação	1
76	tribulação	1
77	contemplação	1
78	declinação	1
79	elevação	1
80	cumprimento	1
81	equivocação	1
82	tentação	1
83	individuação	1
84	demonstração	1
85	isenção	1
86	diminuição	1
87	prevenção	1
88	conjuração	1
89	reconhecimento	1
90	emulação	1
91	capitulação	1
92	ajuntamento	1
93	comiseração	1
94	disposição	1
95	afeminação	1
96	desesperação	1
97	negociação	1
98	transformação	1
