	word	freq
0	desesperação	8
1	extinção	6
2	indignação	5
3	insinuação	4
4	acção	3
5	resolução	3
6	execução	3
7	juramento	2
8	atrevimento	2
9	consternação	2
10	entendimento	2
11	obrigação	2
12	sentimento	2
13	valimento	1
14	perturbação	1
15	inclinação	1
16	tentação	1
17	logração	1
18	especulação	1
19	movimento	1
20	oposição	1
21	destampação	1
22	peregrinação	1
23	acatamento	1
24	aflição	1
25	acontecimento	1
26	conservação	1
27	aceitação	1
28	perseguição	1
29	esquecimento	1
30	narração	1
31	requerimento	1
32	pensamento	1
33	oração	1
34	salvamento	1
35	conhecimento	1
36	duração	1
37	traição	1
38	livramento	1
39	negação	1
40	impurração	1
41	consideração	1
42	presunção	1
43	arrecadação	1
44	encantamento	1
45	agradecimento	1
