	word	freq
0	sentimento	62
1	movimento	51
2	imaginação	31
3	educação	30
4	civilização	27
5	admiração	24
6	indignação	19
7	instrução	19
8	estabelecimento	18
9	pensamento	18
10	revelação	14
11	declaração	13
12	animação	13
13	inquietação	12
14	inspiração	12
15	exclamação	11
16	distribuição	11
17	oração	11
18	contemplação	11
19	separação	10
20	veneração	10
21	agitação	10
22	humilhação	10
23	instalação	10
24	natação	10
25	observação	10
26	evolução	10
27	enternecimento	10
28	invenção	10
29	aplicação	10
30	aparição	9
31	organização	9
32	tentação	9
33	consolação	9
34	redacção	9
35	perturbação	9
36	devoção	9
37	aborrecimento	9
38	vibração	9
39	legação	8
40	deslumbramento	8
41	desconsolação	8
42	compensação	8
43	reconciliação	8
44	apresentação	8
45	dedicação	8
46	colecção	8
47	representação	7
48	explicação	7
49	quietação	7
50	desapontamento	7
51	sedução	7
52	reiação	7
53	preocupação	7
54	resolução	7
55	sofrimento	7
56	distinção	7
57	respiração	7
58	aflição	7
59	disposição	7
60	excitação	7
61	exaltação	7
62	adoração	6
63	meditação	6
64	rompimento	6
65	nutrição	6
66	recordação	6
67	resignação	6
68	ocupação	6
69	carnação	6
70	traição	6
71	encerramento	6
72	ilustração	6
73	vigamento	5
74	iluminação	5
75	perseguição	5
76	merecimento	5
77	ligação	5
78	elevação	5
79	arrependimento	5
80	manifestação	5
81	transformação	5
82	composição	5
83	imitação	5
84	acção	5
85	consagração	5
86	benção	5
87	regeneração	5
88	direcção	5
89	corrupção	5
90	conhecimento	5
91	punição	5
92	provação	5
93	exposição	5
94	repartição	4
95	regimento	4
96	estremecimento	4
97	publicação	4
98	recomendação	4
99	recepção	4
100	desenvolvimento	4
101	indicação	4
102	atracção	4
103	profanação	4
104	prostração	4
105	inscrição	4
106	contrição	4
107	instrucção	4
108	subscrição	4
109	acontecimento	4
110	correção	4
111	correcção	4
112	aniquilamento	4
113	geração	4
114	moderação	4
115	recolhimento	4
116	reputação	4
117	aprovação	4
118	descrição	4
119	comportamento	4
120	prolongamento	4
121	apuramento	4
122	salvação	4
123	associação	4
124	recreação	4
125	reparação	4
126	ressentimento	4
127	penetração	4
128	divertimento	4
129	concentração	4
130	abatimento	4
131	aproximação	4
132	alteração	4
133	comunicação	3
134	colaboração	3
135	definição	3
136	intimação	3
137	vadiação	3
138	atrapalhação	3
139	conformação	3
140	cumprimento	3
141	preparação	3
142	irritação	3
143	insinuação	3
144	acomodação	3
145	construção	3
146	antecipação	3
147	negociação	3
148	provocação	3
149	acompanhamento	3
150	entonação	3
151	assentimento	3
152	encarnação	3
153	hesitação	3
154	povoação	3
155	conspiração	3
