	word	freq
0	conversação	32
1	oposição	17
2	imaginação	16
3	inclinação	13
4	explicação	13
5	movimento	11
6	pensamento	11
7	predição	10
8	separação	9
9	contradição	9
10	agitação	8
11	definição	6
12	abatimento	6
13	constituição	6
14	consolação	6
15	juramento	5
16	invenção	5
17	aceitação	5
18	moderação	5
19	recepção	5
20	oração	5
21	gestação	5
22	sentimento	5
23	admiração	4
24	adoração	4
25	distinção	4
26	agradecimento	4
27	conspiração	4
28	contemplação	4
29	nomeação	4
30	alternação	4
31	significação	4
32	veneração	3
33	compensação	3
34	repartição	3
35	repetição	3
36	conciliação	3
37	devoção	3
38	legação	3
39	citação	3
40	criação	3
41	designação	3
42	narração	3
43	inquietação	3
44	proteção	3
45	cessação	2
46	ligação	2
47	afetação	2
48	conservação	2
49	abnegação	2
50	descrição	2
51	consternação	2
52	animação	2
53	deslumbramento	2
54	educação	2
55	encadernação	2
56	acanhamento	2
57	obrigação	2
58	revelação	2
59	constipação	2
60	dissolução	2
61	traição	2
62	contestação	2
63	edição	2
64	indicação	2
65	interrupção	2
66	operação	2
67	administração	2
68	indignação	2
69	aflição	2
70	esquecimento	2
71	reconciliação	2
72	alucinação	2
73	encilhamento	2
74	promoção	2
75	fundação	2
76	tradução	2
77	comparação	2
78	respiração	2
79	resolução	2
80	distração	2
81	ferimento	2
82	consentimento	2
83	figuração	1
84	agravação	1
85	garção	1
86	concepção	1
87	quietação	1
88	encolhimento	1
89	ocupação	1
90	afirmação	1
91	evocação	1
92	aclamação	1
93	humilhação	1
94	atordoamento	1
95	interpretação	1
96	invocação	1
97	abstenção	1
98	modificação	1
99	condenação	1
100	imposição	1
101	isenção	1
102	unificação	1
103	desligação	1
104	reputação	1
105	compadecimento	1
106	absorção	1
107	instituição	1
108	recomendação	1
109	revolvimento	1
110	importação	1
111	renascimento	1
112	terminação	1
113	entendimento	1
114	deserção	1
115	inspiração	1
116	fornecimento	1
117	merecimento	1
118	objeção	1
119	imputação	1
120	recreação	1
121	expectação	1
122	desaparecimento	1
123	antecipação	1
124	contra-revolução	1
125	ostentação	1
126	substituição	1
127	restauração	1
128	observação	1
129	variação	1
130	dissentimento	1
131	destruição	1
132	resignação	1
133	acompanhamento	1
134	entonação	1
135	representação	1
136	passamento	1
137	edificação	1
138	regimento	1
139	ponderação	1
140	eleição	1
141	calçamento	1
142	hesitação	1
143	navegação	1
144	deputação	1
145	reprodução	1
146	numeração	1
147	sublevação	1
148	abolição	1
149	elevação	1
150	pacificação	1
151	emancipação	1
152	declaração	1
153	organização	1
154	desolação	1
155	rompimento	1
156	execução	1
157	aborrecimento	1
158	graduação	1
159	refutação	1
160	deposição	1
161	procuração	1
162	aplicação	1
163	recordação	1
164	ornamentação	1
165	arrependimento	1
166	autorização	1
167	correção	1
168	exportação	1
169	complicação	1
170	manifestação	1
171	alteração	1
172	fascinação	1
173	presunção	1
174	deliberação	1
175	dissimulação	1
